ID,LAT,LONG,UTM10x_NAD83,UTM10y_NAD83,ELEV_M,CBA,ISO,OG,FTC,TTC,cba_resid_deg1,cba_resid_deg2,outlier_cba,outlier_iso,duplicate
19GY4044,38.86079817,-122.5706765,537155.906,4.301403162e6,509.32,-32.158,-3.288,979934.961,0.02,1.26,12.457443850303058,5.61730615933736,false,false,false
19GY4045,38.75541217,-122.62551967,532445.392,4.28968796e6,335.52,-21.725,2.885,979970.0,0.0,1.32,19.50474149304702,13.168124526994262,false,false,false
19GY4046,38.743885,-122.63162283,531920.225,4.288406697e6,341.31,-21.182,2.848,979968.104,0.01,1.61,19.673873708854995,13.305659952784492,false,false,false
19GY4047,38.74242467,-122.647537,530537.814,4.288239208e6,368.45,-21.657,2.193,979961.225,0.01,2.58,18.678949176413862,13.20224502274014,false,false,false
19GY4048,38.73411117,-122.64911533,530404.181,4.287316177e6,360.58,-21.703,1.717,979961.164,0.01,3.4,18.451350304952204,12.762849948020158,false,false,false
19GY4049,38.7303675,-122.65813667,529621.618,4.286897797e6,371.37,-22.462,0.698,979957.415,0.02,3.95,17.35116565505854,12.024088632937048,false,false,false
19GY4050,38.73769917,-122.67122933,528480.654,4.287707184e6,521.75,-24.252,-0.902,979926.605,0.05,4.22,15.269295440952224,10.884135607886659,false,false,false
19GY4051,38.76661867,-122.65218867,530123.347,4.290922346e6,351.12,-24.126,0.904,979964.14,0.02,2.72,16.449945329844542,12.074921422164433,false,false,false
19GY4052,38.77535667,-122.68773533,527031.807,4.29188082e6,401.39,-30.455,-5.235,979946.847,0.03,4.63,9.151284006966748,6.802635206775477,false,false,false
19GY4053,38.77471133,-122.70416967,525604.427,4.291804465e6,459.67,-33.95,-8.93,979930.413,0.04,6.12,5.133434853196874,3.4325524787055812,false,false,false
19GY4054,38.77493867,-122.67275783,528333.033,4.291838984e6,380.28,-28.596,-3.286,979952.935,0.02,4.49,11.470782502206479,8.425917272940449,false,false,false
19GY4055,38.82537017,-122.69524033,526361.368,4.297428402e6,1002.64,-45.627,-18.397,979817.829,0.02,5.27,-5.457636012235476,-6.013390755271551,false,false,false
19GY4056,38.83448383,-122.70215367,525757.947,4.298437731e6,1001.85,-47.321,-19.701,979817.035,0.03,5.33,-7.221810898024302,-7.268518226981207,false,false,false
19GY4057,38.8418725,-122.70322183,525662.572,4.299257323e6,913.26,-47.011,-19.021,979836.001,0.03,4.67,-6.827304670338414,-6.642060542068073,false,false,false
19GY4058,38.84053267,-122.686221,527138.531,4.299113578e6,777.59,-44.496,-16.386,979865.32,0.05,4.3,-3.8039149268810704,-4.317610247649483,false,false,false
19GY4059,38.8302025,-122.66974333,528572.746,4.297972317e6,846.89,-42.743,-15.073,979851.749,0.02,5.15,-1.7019648473582336,-3.2282962986606023,false,false,false
19GY4060,38.9127105,-122.68180683,527493.712,4.30712427e6,597.41,-43.655,-12.405,979909.727,0.05,2.36,-1.6753592610624253,-0.683962261581712,false,false,false
19GY4061,38.9178655,-122.70525917,525458.528,4.307689478e6,573.08,-46.666,-15.236,979912.49,0.01,1.8,-5.334219126870238,-3.368163345035299,false,false,false
19GY4062,38.91491533,-122.71584183,524542.09,4.307359192e6,601.48,-47.622,-16.362,979905.869,0.01,1.65,-6.666646145879909,-4.420183122529707,false,false,false
19GY4063,38.9237205,-122.73131117,523198.051,4.308332218e6,591.81,-46.866,-15.296,979909.444,0.01,1.5,-6.251629219598939,-3.413427110200871,false,false,false
19GY4064,38.94860667,-122.72671833,523587.914,4.311094974e6,608.2,-43.206,-10.606,979911.749,0.03,1.85,-2.051707389833709,1.0916723894276785,false,false,false
19GY4065,38.95178517,-122.71292733,524781.89,4.311451362e6,559.9,-39.137,-6.357,979925.894,0.02,1.5,2.4970119466507157,5.30603803822509,false,false,false
19GY4066,38.955302,-122.70459933,525502.272,4.311843925e6,557.72,-38.763,-5.833,979926.006,0.05,2.5,3.1861623224568874,5.79110797327607,false,false,false
19GY4067,38.96982967,-122.61239733,533484.621,4.313485984e6,434.86,-33.339,-0.209,979957.966,0.01,1.27,11.710075320036061,10.250413909183166,false,false,false
19GY4068,38.97652317,-122.62528333,532365.234,4.314224086e6,426.25,-27.141,6.339,979966.829,0.01,0.88,17.613617240519922,17.02636725201358,false,false,false
19GY4069,38.96525033,-122.85142183,512778.483,4.312916886e6,435.31,-37.784,-5.604,979953.418,0.0,0.88,-0.24158348209802938,3.885937388745333,false,false,false
19GY4070,38.9505595,-122.87069267,511111.237,4.311284122e6,474.7,-36.815,-5.635,979945.337,0.02,0.93,-0.10685501551962773,3.5383889536788686,false,false,false
19GY4071,38.93919233,-122.8656945,511546.209,4.310023355e6,479.98,-34.973,-4.213,979945.062,0.01,1.01,1.7085058069437196,5.306812299843905,false,false,false
19GY4072,38.92283167,-122.84790517,513091.009,4.308210269e6,457.06,-40.559,-10.229,979941.67,0.02,1.85,-3.586195366937602,0.043314478417386226,false,false,false
19GY4073,38.91755467,-122.8526565,512680.07,4.307624016e6,460.65,-38.93,-8.91,979942.391,0.01,1.59,-2.189446729810122,1.3051042903837669,false,false,false
19GY4074,38.9142295,-122.857738,512240.107,4.30725433e6,468.79,-37.764,-7.994,979941.652,0.01,1.61,-1.2347388819674379,2.1418159852121974,false,false,false
19GY4075,38.91001767,-122.85755467,512256.731,4.306786979e6,465.68,-36.653,-7.073,979942.739,0.01,1.87,-0.1854656945351678,3.129394600949162,false,false,false
19GY4076,38.90511233,-122.86827583,511327.952,4.306241249e6,545.28,-35.658,-6.538,979927.407,0.05,2.2,0.3974792026333205,3.469328529173964,false,false,false
19GY4077,38.89073167,-122.87556717,510697.898,4.304644579e6,680.25,-35.705,-7.485,979898.711,0.06,3.18,-0.10667709732592101,2.602112374610961,false,false,false
19GY4078,38.89728183,-122.87976883,510332.542,4.305370943e6,540.18,-35.178,-6.648,979926.932,0.14,3.46,0.3945243993727914,3.1263824494950754,false,false,false
19GY4079,38.89712033,-122.86952417,511220.977,4.305354243e6,685.62,-36.732,-8.092,979896.858,0.05,3.52,-0.8433438059427303,2.080090000499098,false,false,false
19GY4080,38.891085,-122.862916,511795.04,4.304685359e6,699.08,-37.267,-8.797,979892.697,0.18,3.98,-1.2693879654767173,1.6614034060916367,false,false,false
19GY4081,38.92495983,-122.88039217,510274.459,4.30844223e6,452.69,-31.138,-1.288,979952.354,0.04,1.63,4.8585192885723565,7.984236638824033,false,false,false
19GY4082,38.96873033,-122.90761633,507909.594,4.313296619e6,451.86,-22.854,8.436,979964.99,0.01,1.31,12.997662244049408,15.8974518966211,false,false,false
19GY4083,38.98733783,-122.99361667,500459.043,4.315357431e6,671.35,-27.948,2.052,979915.681,0.52,4.25,5.530720959767308,4.691572058847697,false,false,false
19GY4084,38.97446717,-123.01344417,498741.581,4.313929256e6,459.99,-25.781,3.249,979956.371,0.58,5.92,6.875075397003833,4.745708538620175,false,false,false
19GY4085,38.97048517,-123.03092683,497226.99,4.313487748e6,260.05,-24.987,3.493,979998.009,0.01,3.8,7.062070685987155,3.735555036926211,false,false,false
19GY4086,38.96136633,-123.02689533,497575.941,4.312475733e6,287.18,-24.362,3.808,979993.346,0.03,2.98,7.665615727232055,4.5640222355374895,false,false,false
19GY4087,38.95535117,-123.01810233,498337.645,4.311808053e6,353.28,-23.684,4.396,979980.726,0.04,2.83,8.520025073768519,5.966524945786592,false,false,false
19GY4088,38.96684167,-123.04082667,496369.185,4.313083772e6,249.41,-27.906,0.144,979998.436,0.0,2.21,3.7769939977975184,-0.27627471505719114,false,false,false
19GY4089,38.97359867,-123.03714017,496688.869,4.31383345e6,263.63,-27.28,1.17,979995.742,0.02,3.35,4.626194834845261,0.8754223684050437,false,false,false
19GY4090,38.97643867,-123.04862467,495694.176,4.314149069e6,239.0,-29.246,-0.966,979999.749,0.0,2.44,2.3492570220390583,-2.2350817848989557,false,false,false
19GY4091,38.97795217,-123.05824117,494861.275,4.314317509e6,213.59,-28.783,-0.683,980005.21,0.22,2.54,2.53801388566157,-2.781411790033328,false,false,false
19GY4092,38.97639033,-123.06970067,493868.508,4.314144891e6,174.34,-30.218,-2.488,980011.434,0.01,2.41,0.7220542958303717,-5.525047746914559,false,false,false
19GY4093,38.97343,-123.084107,492620.286,4.31381744e6,162.78,-30.765,-3.595,980013.523,0.01,1.77,-0.3199240693603258,-7.794154011924608,false,false,false
19GY4094,38.97709517,-123.09834483,491387.351,4.314225395e6,151.11,-27.815,-0.885,980019.147,0.01,1.7,2.2470890892245663,-6.479999276017104,false,false,false
19GY4095,38.97240817,-123.10190467,491078.408,4.313705623e6,148.45,-24.451,2.149,980022.696,0.01,1.62,5.425037212793768,-3.6434572908388887,false,false,false
19GY4096,38.97150633,-123.12796883,488820.386,4.313608396e6,157.78,-19.659,6.121,980025.096,0.06,2.11,9.393336453903249,-2.185403994323586,false,false,false
19GY4097,38.96203067,-123.14939817,486962.261,4.312559721e6,174.4,-20.701,4.019,980018.309,0.0,3.77,7.5332195868353615,-6.29069430648013,false,false,false
19GY4098,38.93413367,-122.9332235,505693.999,4.309455551e6,483.07,-26.593,2.557,979948.341,0.5,5.06,7.907945748213027,9.565570558833077,false,false,false
19GY4099,38.94432233,-122.96946567,502552.352,4.31058449e6,671.08,-24.599,4.051,979917.108,0.05,2.42,8.939007230494699,9.101764608072163,false,false,false
19GY4100,38.93684033,-122.98470833,501231.532,4.309753895e6,684.59,-23.951,3.959,979913.382,0.45,3.49,8.993127319379674,8.288761357625994,false,false,false
19GY4101,38.94697083,-122.99053983,500725.992,4.310877988e6,576.22,-23.767,4.533,979935.588,0.3,3.56,9.158669401183953,8.22217092094441,false,false,false
19GY4102,38.94218383,-123.01388067,498703.223,4.310346833e6,514.38,-23.855,3.655,979946.179,0.3,4.55,8.268472499862217,5.8862864816716325,false,false,false
19GY4103,38.94520383,-123.02949183,497350.397,4.310682278e6,348.61,-24.321,3.009,979979.984,0.5,2.95,7.365996684828708,3.973301445472842,false,false,false
19GY4104,38.94932067,-123.03943167,496489.198,4.311139442e6,274.78,-25.131,2.159,979994.035,0.45,2.88,6.313423711966305,2.2514682713663596,false,false,false
19GY4105,38.95453917,-123.04778133,495765.955,4.311718876e6,245.13,-26.182,1.128,980000.009,0.03,2.11,5.087023802690162,0.44748089413031167,false,false,false
19GY4106,38.96035617,-123.05541283,495105.081,4.312364753e6,238.44,-27.201,0.169,980000.831,0.03,2.09,3.924609520825797,-1.2600347101309062,false,false,false
19GY4107,38.944752,-123.06089083,494629.297,4.310633489e6,332.61,-25.595,0.865,979982.507,0.03,2.24,5.109273577164849,-0.5996710386396984,false,false,false
19GY4108,38.94867533,-123.07747533,493192.429,4.311069944e6,248.74,-24.247,1.983,980000.92,0.03,1.91,6.005293784400063,-1.0253261021212445,false,false,false
19GY4109,38.96856317,-123.07401717,493493.895,4.313276616e6,169.34,-31.065,-3.835,980011.342,0.01,1.94,-0.3850181078293602,-7.022047666780249,false,false,false
19GY4110,38.96096117,-123.06698583,494102.417,4.312432563e6,179.41,-29.411,-2.311,980010.386,0.01,1.91,1.3649230099332144,-4.731785197236995,false,false,false
19GY4111,39.00094317,-123.08225383,492783.577,4.316870401e6,257.29,-28.217,0.183,979998.462,0.01,3.35,2.728790804288078,-4.512391840733333,false,false,false
19GY4112,39.00538833,-123.06303267,494448.338,4.317362349e6,435.07,-27.753,1.307,979963.696,0.1,4.23,3.860944654039315,-1.7622435795238616,false,false,false
19GY4113,39.0003595,-123.11658617,489810.552,4.316808878e6,158.02,-25.435,1.955,980021.814,0.02,2.12,4.435895095808206,-5.968472955944016,false,false,false
19GY4114,38.88539567,-123.05310083,495300.555,4.304046442e6,135.8,-22.621,1.379,980017.384,0.1,3.54,7.3699394394189355,1.69600778393621,false,false,false
19GY4115,38.87448667,-123.04425117,496067.532,4.302835495e6,130.86,-21.412,2.268,980017.834,0.08,4.3,8.678556977935362,3.5124179055589195,false,false,false
19GY4116,38.854149,-123.03019317,497286.274,4.300578197e6,118.0,-19.761,3.279,980019.4,0.25,5.1,10.439610810648528,5.952265466895117,false,false,false
19GY4117,38.84530533,-123.01760517,498378.367,4.299596562e6,136.08,-18.754,4.156,980016.424,0.1,4.77,11.69601118601695,7.878672474325015,false,false,false
19GY4118,38.82842783,-122.99706233,500161.184,4.29772359e6,163.16,-21.748,0.772,980007.4,0.18,4.02,9.069978165371726,6.167061431431311,false,false,false
19GY4119,38.8839845,-122.88882,509549.429,4.303894382e6,807.58,-32.751,-5.201,979875.576,0.05,3.76,2.3268840583056516,4.644451039934232,false,false,false
19GY4120,38.8178925,-122.96205867,503200.089,4.296555209e6,209.72,-24.112,-1.322,979994.321,0.04,4.71,7.626365829444712,6.260925215473414,false,false,false
19GY4121,38.81697933,-122.94011117,505105.543,4.296454898e6,203.77,-25.642,-2.372,979994.482,0.02,4.1,6.765042663845282,6.273148641701649,false,false,false
19GY4122,38.81247583,-122.92945133,506031.382,4.295955825e6,217.28,-26.125,-2.845,979991.292,0.09,3.77,6.541722698007916,6.331773509120666,false,false,false
19GY4123,38.82640667,-122.91913867,506925.383,4.297502412e6,251.38,-28.646,-4.386,979980.87,0.21,6.24,4.565264202832061,4.984463543825392,false,false,false
19GY4124,38.83040517,-122.900336,508557.072,4.297947721e6,261.68,-32.756,-7.866,979973.55,0.08,7.79,1.1048051876754457,2.1339494763845863,false,false,false
19GY4125,38.72269183,-122.97633283,501963.6,4.285990875e6,77.4,-19.819,-2.579,980019.341,0.03,1.42,9.945965958522734,5.637655305416473,false,false,false
19GY4126,38.73425017,-122.98195267,501474.808,4.287273323e6,108.45,-20.449,-2.669,980013.738,0.04,1.35,9.326447949562656,5.071140365655374,false,false,false
19GY4127,38.74577367,-122.98720233,501018.344,4.288551941e6,144.94,-21.624,-3.334,980006.654,0.06,1.15,8.172966515527126,3.963409030967334,false,false,false
19GY4128,38.75725083,-122.98937067,500829.76,4.289825473e6,110.6,-23.407,-4.517,980012.701,0.02,1.04,6.506797479109224,2.4772205525157354,false,false,false
19GY4129,38.76694117,-122.99450717,500383.389,4.290900718e6,93.69,-23.327,-4.027,980016.769,0.01,1.21,6.58247999275013,2.520795531974912,false,false,false
19GY4130,38.78215717,-122.98560083,501156.884,4.292589242e6,87.68,-22.828,-2.478,980018.855,0.04,2.14,7.603370805540461,4.355485566480056,false,false,false
19GY4131,38.806295,-122.98992917,500780.634,4.295267651e6,97.99,-21.407,0.153,980018.954,0.01,3.58,9.277384844916554,6.328113641455371,false,false,false
19GY4132,38.81511533,-123.00109883,499810.786,4.296246356e6,92.0,-19.521,2.229,980023.939,0.0,2.43,10.957391348208677,7.576659851804557,false,false,false
19GY4133,38.771813,-123.02084133,498095.666,4.291441511e6,175.95,-22.099,-3.159,980002.341,0.05,1.23,7.068535592183867,1.6161028215516033,false,false,false
19GY4134,38.77273983,-123.01013667,499025.608,4.291544199e6,156.57,-22.689,-3.449,980005.418,0.07,1.43,6.826841025475719,2.0338185449282022,false,false,false
19GY4135,38.81128333,-123.0206065,498117.053,4.295821337e6,109.34,-18.837,2.243,980021.648,0.0,1.68,10.972542980709509,6.360741382836093,false,false,false
19GY4136,38.80927167,-123.02837633,497442.378,4.295598293e6,153.13,-18.266,2.504,980012.939,0.22,2.23,11.269332737319601,6.125412244587892,false,false,false
19GY4137,38.82644917,-123.0352795,496843.738,4.297504614e6,111.76,-15.739,5.771,980024.333,0.0,2.96,13.857785250048526,8.574084035004496,false,false,false
19GY4138,39.0659515,-122.48455967,544498.977,4.324207555e6,818.21,-43.196,-10.026,979879.324,0.03,3.58,7.355125688701641,-2.763419092870784,false,false,false
19GY4139,39.081127,-122.48017117,544869.015,4.325893765e6,941.12,-43.873,-10.563,979853.413,0.05,6.1,7.055020890075852,-3.3003311607893835,false,false,false
19GY4140,39.06612817,-122.50669417,542583.917,4.324216537e6,644.18,-44.517,-10.587,979912.557,0.1,3.09,5.348777236902727,-2.678878171010311,false,false,false
19GY4141,39.08186867,-122.532186,540369.523,4.325951623e6,457.04,-43.811,-8.641,979952.4,0.03,1.94,5.51209698697572,-0.12294536837648451,false,false,false
19GY4142,39.05406617,-122.49148667,543907.067,4.322885251e6,829.65,-44.948,-11.838,979873.491,0.2,4.37,5.199382991826546,-4.411649537405019,false,false,false
19GY4143,39.049376,-122.46809883,545933.838,4.322376354e6,767.93,-46.242,-13.882,979883.84,0.05,4.39,4.55838199205261,-7.454631199298305,false,false,false
19GY4144,39.03578717,-122.45609617,546981.502,4.320874531e6,671.41,-46.225,-14.485,979903.257,0.03,2.67,4.733512366789313,-8.765031204416708,false,false,false
19GY4145,39.02752533,-122.49833567,543330.674,4.3199367e6,694.32,-43.599,-10.889,979900.171,0.05,3.17,5.914671321054868,-3.4467424651893452,false,false,false
19GY4146,39.040974,-122.49724683,543416.678,4.321429629e6,741.49,-44.692,-11.712,979891.37,0.05,2.84,5.068732177075184,-4.1849681479052805,false,false,false
19GY4147,39.03393717,-122.51279317,542075.404,4.320641425e6,641.56,-45.332,-12.062,979909.575,0.03,2.92,3.8336580094340604,-4.091426998068471,false,false,false
19GY4148,39.02746833,-122.56578083,537492.569,4.31990035e6,331.42,-49.534,-15.094,979965.826,0.02,2.53,-2.1188598021167024,-5.801491420102089,false,false,false
19GY4149,39.03577367,-122.55311133,538584.729,4.320827307e6,354.42,-51.22,-16.81,979958.88,0.04,4.03,-3.279010176948894,-7.802664323021681,false,false,false
18GY2026,38.76902367,-122.74928933,521686.688,4.291161627e6,759.87,-37.077,-13.047,979869.91,0.03,4.28,0.5086166623255437,0.034027832091673815,false,false,false
18GY2001,38.7784925,-122.74348467,522188.023,4.292213734e6,836.77,-37.48,-12.92,979853.605,0.04,5.97,0.4377503006230441,0.10553390959059072,false,false,false
18GY2002,38.78103417,-122.74475467,522076.919,4.292495462e6,912.87,-37.632,-12.992,979837.223,0.2,7.53,0.28671693045279767,0.06257342460124704,false,false,false
18GY2003,38.777504,-122.74770433,521821.79,4.292103025e6,806.36,-37.956,-13.486,979859.533,0.05,5.43,-0.1855976231221561,-0.4419882058157256,false,false,false
18GY2004,38.77777567,-122.74976267,521642.91,4.29213268e6,813.18,-38.412,-13.952,979857.706,0.13,5.49,-0.701440480559036,-0.9002979877593944,false,false,false
18GY2005,38.7750455,-122.75248767,521407.024,4.291829083e6,737.22,-38.447,-14.127,979872.994,0.03,4.79,-0.8649885342760086,-1.082029517283118,false,false,false
18GY2006,38.77850217,-122.76499883,520319.221,4.292209786e6,714.81,-37.31,-12.96,979877.92,0.04,5.69,-0.06288491285388176,0.08393889131377819,false,false,false
18GY2007,38.780619,-122.76156217,520617.13,4.292445453e6,809.52,-38.424,-13.964,979858.522,0.02,5.63,-1.0359368033161473,-0.8937419787836518,false,false,false
18GY2008,38.77799567,-122.75528083,521163.513,4.292155796e6,852.23,-38.214,-13.834,979849.931,0.01,5.84,-0.6719814820301266,-0.7384199970901335,false,false,false
18GY2009,38.78320083,-122.76280717,520508.245,4.292731665e6,799.01,-38.498,-13.908,979860.392,0.05,5.97,-1.1075251189820463,-0.8656877102974647,false,false,false
18GY2010,38.78621583,-122.7746835,519475.867,4.293063617e6,608.9,-40.346,-15.666,979895.833,0.0,6.14,-3.2776094371523072,-2.741272835834039,false,false,false
18GY2011,38.78821583,-122.77777517,519206.803,4.293284891e6,604.25,-40.424,-15.664,979897.23,0.01,5.75,-3.4200354169532616,-2.780541249753597,false,false,false
18GY2012,38.791126,-122.78262817,518784.544,4.293606805e6,643.05,-39.956,-15.136,979890.656,0.04,5.46,-3.056813935503257,-2.269219398318164,false,false,false
18GY2013,38.79319267,-122.7854165,518541.844,4.293835562e6,675.24,-39.684,-14.824,979884.854,0.02,5.42,-2.838703262216413,-1.9592150555034706,false,false,false
18GY2014,38.7956745,-122.77871333,519123.32,4.294112347e6,815.01,-38.605,-13.585,979857.606,0.04,6.62,-1.5111263253165106,-0.6509416966616186,false,false,false
18GY2015,38.796478,-122.77286867,519630.665,4.294202752e6,896.89,-38.142,-13.042,979840.725,0.2,8.01,-0.8531230264812137,-0.05832475397991743,false,false,false
18GY2016,38.79641633,-122.76241567,520538.44,4.294198215e6,975.3,-38.102,-12.902,979826.32,0.03,7.1,-0.4882952368364002,0.12170070947828293,false,false,false
18GY2017,38.794448,-122.75928083,520811.251,4.293980511e6,975.29,-37.656,-12.526,979827.103,0.01,6.59,0.02399128905273784,0.5171799362004847,false,false,false
18GY2018,38.79874667,-122.75861917,520867.453,4.294457666e6,974.0,-38.656,-13.296,979825.566,0.02,7.76,-0.8867500292092316,-0.28676253424404763,false,false,false
18GY2019,38.80262333,-122.7582275,520900.328,4.294887931e6,1091.97,-38.394,-12.894,979799.75,0.42,11.08,-0.5506464722102606,0.1484990913428561,false,false,false
18GY2020,38.7915345,-122.76356383,520440.132,4.293656243e6,935.3,-37.189,-12.239,979834.512,0.13,7.22,0.31096129787560756,0.8058261485089204,false,false,false
18GY2021,38.788141,-122.76708717,520135.097,4.293278897e6,884.45,-38.166,-13.416,979842.539,0.03,7.87,-0.8300615111403644,-0.366429159853098,false,false,false
18GY2022,38.78593933,-122.75894233,520843.136,4.293036421e6,1007.7,-37.394,-12.724,979816.588,0.06,10.27,0.16068927404989353,0.40448150054686494,false,false,false
18GY2023,38.772534,-122.74000133,522492.478,4.291553402e6,940.37,-36.986,-12.766,979832.885,0.04,6.38,0.9452761527148255,0.34123586767344705,false,false,false
18GY2024,38.77062217,-122.747856,521810.72,4.291339346e6,774.04,-37.757,-13.637,979866.639,0.06,4.24,-0.10117196706892884,-0.5617493982022808,false,false,false
18GY2025,38.76547683,-122.75095917,521542.692,4.290767656e6,826.28,-36.348,-12.578,979856.491,0.16,5.12,1.1289269387882968,0.5852576596218668,false,false,false
18GY2027,38.7755225,-122.73266017,523129.242,4.291886859e6,989.02,-36.132,-11.672,979823.598,0.07,7.26,2.075884653952258,1.3575220361155544,false,false,false
18GY2028,38.781681,-122.73826483,522640.425,4.29256883e6,1020.98,-37.169,-12.479,979816.367,0.03,7.74,0.9623893868027338,0.5876917527735728,false,false,false
18GY2029,38.78457933,-122.74101483,522400.65,4.292889764e6,1083.97,-37.405,-12.625,979802.242,0.05,9.55,0.6868990065443512,0.4716449399678666,false,false,false
18GY2030,38.78874617,-122.743438,522188.886,4.293351546e6,1095.21,-37.53,-12.57,979801.013,0.06,8.82,0.5528513369473558,0.522166610681829,false,false,false
18GY2031,38.78964633,-122.743083,522219.437,4.293451519e6,1094.72,-37.841,-12.831,979800.678,0.08,9.02,0.26728476202242746,0.2537427068265501,false,false,false
18GY2032,38.7931515,-122.742713,522250.478,4.293840562e6,1117.11,-37.775,-12.605,979795.798,0.04,9.89,0.40076046858761316,0.4790298608397947,false,false,false
18GY2033,38.791008,-122.74666617,521907.82,4.293601749e6,1148.28,-37.194,-12.194,979789.014,0.2,10.96,0.8243118567920433,0.9391538161759172,false,false,false
18GY2034,38.78884783,-122.75056433,521569.924,4.293361114e6,1141.92,-37.169,-12.319,979790.305,0.02,10.75,0.6933067875273551,0.838175702306728,false,false,false
18GY2035,38.78772283,-122.74679783,521897.395,4.293237177e6,1195.61,-37.199,-12.399,979776.058,0.05,14.35,0.7627722504832306,0.7857486135523502,false,false,false
18GY2036,38.78751633,-122.73891317,522582.262,4.293216188e6,1031.93,-37.089,-12.109,979814.948,0.03,7.61,1.1152930684713027,0.930727671154834,false,false,false
18GY2037,38.79077817,-122.73371683,523032.525,4.293579441e6,935.29,-36.972,-11.692,979835.174,0.02,6.71,1.446346605849861,1.2140004922711043,false,false,false
18GY2038,38.79472,-122.73474017,522942.381,4.294016589e6,1024.31,-37.893,-12.483,979814.933,0.02,8.95,0.5563382856000061,0.46715471636643,false,false,false
18GY2039,38.8134705,-122.7696255,519907.556,4.296089039e6,1085.41,-39.53,-13.63,979803.816,0.02,8.12,-1.8686483490019512,-0.6693401506684964,false,false,false
18GY2040,38.8142305,-122.76351917,520437.497,4.296174727e6,1126.7,-40.361,-14.361,979793.966,0.1,9.12,-2.497226373063903,-1.3838306948158774,false,false,false
18GY2041,38.81295383,-122.75600767,521090.026,4.296034774e6,1227.01,-42.61,-16.66,979769.533,0.02,11.54,-4.532530218078122,-3.599295128238815,false,false,false
18GY2042,38.80740033,-122.75319933,521335.515,4.295419181e6,1283.38,-42.325,-16.645,979757.002,0.03,12.82,-4.248667126441703,-3.5245455514401414,false,false,false
18GY2043,38.80973217,-122.75106783,521519.886,4.295678437e6,1256.01,-43.131,-17.281,979763.325,0.03,11.26,-4.9510118953212086,-4.210543482473966,false,false,false
18GY2044,38.80908367,-122.74845967,521746.539,4.295607095e6,1305.14,-43.991,-18.181,979750.911,0.05,13.13,-5.7400775269769255,-5.076528815998053,false,false,false
18GY2045,38.81266717,-122.75177283,521457.789,4.296003955e6,1228.6,-43.155,-17.155,979769.091,0.04,11.1,-4.950131494720637,-4.114964288027018,false,false,false
18GY2046,38.81288383,-122.74765967,521814.837,4.296028974e6,1247.83,-44.592,-18.552,979763.346,0.06,11.66,-6.255487530081737,-5.507700549433082,false,false,false
18GY2047,38.81129567,-122.74268483,522247.258,4.295853947e6,1349.9,-46.258,-20.298,979737.327,0.04,15.87,-7.791791461870275,-7.206878846560556,false,false,false
18GY2048,38.80786067,-122.73427017,522978.959,4.29547487e6,1428.92,-46.465,-20.635,979715.567,0.02,21.63,-7.791340808311361,-7.521891392318253,false,false,false
18GY2049,38.81582067,-122.74714133,521858.938,4.296354987e6,1193.03,-44.462,-18.232,979775.571,0.02,10.56,-6.062457891309954,-5.248088505707862,false,false,false
18GY2050,38.81917267,-122.74608317,521949.773,4.2967272e6,1118.92,-44.491,-18.041,979791.896,0.07,9.02,-6.004980426183145,-5.126486905819952,false,false,false
18GY2051,38.82289617,-122.74532817,522014.166,4.297140564e6,1047.29,-43.647,-16.967,979808.417,0.05,7.7,-5.0780238209715876,-4.119578902919933,false,false,false
18GY2052,38.82598117,-122.750583,521557.061,4.297481636e6,916.9,-41.5,-14.65,979838.706,0.04,5.36,-3.045521764216076,-1.886972656406364,false,false,false
18GY2053,38.82098917,-122.75341783,521312.475,4.296927026e6,954.79,-41.253,-14.693,979830.014,0.08,6.44,-2.9665439424879594,-1.8758691761100224,false,false,false
18GY2054,38.81807417,-122.75621433,521070.568,4.296602909e6,1038.91,-41.083,-14.743,979811.546,0.12,8.35,-2.93022279308812,-1.8573858239922174,false,false,false
18GY2055,38.81651733,-122.75907417,520822.745,4.296429495e6,1059.72,-40.847,-14.647,979807.84,0.05,8.08,-2.8081962203216833,-1.7189010425331972,false,false,false
18GY2056,38.81480383,-122.77458867,519476.283,4.296235919e6,1061.7,-37.64,-11.72,979811.368,0.04,7.22,-0.11200938582408071,1.1994655957438312,false,false,false
18GY2057,38.81461867,-122.7804485,518967.584,4.296214134e6,1085.65,-38.206,-12.386,979803.955,0.08,9.36,-0.8635597916630573,0.5244539379693975,false,false,false
18GY2058,38.81248367,-122.78689983,518408.034,4.295975897e6,1059.39,-38.858,-13.218,979808.367,0.04,9.25,-1.750692124393332,-0.3404395755298637,false,false,false
18GY2059,38.8123785,-122.79236133,517933.88,4.295963135e6,1022.72,-39.411,-13.841,979815.806,0.03,8.43,-2.4755495187675294,-1.0125892127499299,false,false,false
18GY2060,38.81321183,-122.79615283,517604.486,4.296054865e6,976.58,-39.704,-14.124,979825.7,0.02,7.35,-2.873369082696634,-1.3561984751820546,false,false,false
18GY2061,38.81719367,-122.812804,516157.902,4.296493621e6,950.45,-40.606,-15.076,979828.105,0.1,9.51,-4.230499311978527,-2.523599355828445,false,false,false
18GY2062,38.81953033,-122.81576717,515900.127,4.296752388e6,936.02,-41.526,-15.926,979831.367,0.03,8.36,-5.20544740712009,-3.43470212200112,false,false,false
